timestamp,source_ip,username,auth_method,service,status,message
2026-09-19 08:24:53,10.0.18.208,dev,2fa,sshd,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-19 08:30:01,10.0.18.117,arun,ssh_key,sshd,SUCCESS,Access granted — session initiated
2026-09-19 08:33:16,192.168.1.185,arun,password,web_portal,SUCCESS,Access granted — session initiated
2026-09-19 08:36:47,192.168.1.193,iris,kerberos,vpn_gateway,SUCCESS,Kerberos TGT validated
2026-09-19 08:37:26,10.0.48.150,bob,kerberos,rdp,SUCCESS,Kerberos TGT validated
2026-09-19 08:41:22,10.0.28.88,bob,kerberos,vpn_gateway,SUCCESS,Login accepted via PAM
2026-09-19 08:43:04,10.0.18.254,frank,password,web_portal,FAILURE,Invalid credentials — access denied
2026-09-19 08:47:27,192.168.1.185,alice,kerberos,vpn_gateway,SUCCESS,Login accepted via PAM
2026-09-19 09:05:17,10.0.13.181,eve,ssh_key,sshd,FAILURE,Failed password for invalid user
2026-09-19 09:06:04,192.168.1.138,leo,2fa,sshd,SUCCESS,Session opened for user
2026-09-19 09:12:30,192.168.1.161,leo,password,sshd,FAILURE,"Permission denied (publickey,password)"
2026-09-19 09:13:27,172.16.5.112,charlie,password,vpn_gateway,SUCCESS,Login accepted via PAM
2026-09-19 09:17:58,10.0.8.250,tina,ssh_key,sshd,SUCCESS,Login accepted via PAM
2026-09-19 09:20:01,10.0.41.214,yuki,kerberos,rdp,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-19 09:22:03,192.168.1.99,bob,ssh_key,rdp,SUCCESS,Access granted — session initiated
2026-09-19 09:27:40,172.16.2.223,henry,2fa,api_server,SUCCESS,Accepted publickey for user
2026-09-19 09:30:55,10.0.36.57,quinn,password,api_server,SUCCESS,Authentication successful
2026-09-19 09:31:23,10.0.25.25,bob,ssh_key,vpn_gateway,SUCCESS,Authentication successful
2026-09-19 09:32:41,10.0.44.190,iris,password,sshd,SUCCESS,Kerberos TGT validated
2026-09-19 09:35:34,10.0.7.24,iris,ssh_key,rdp,SUCCESS,Session opened for user
2026-09-19 09:36:36,10.0.38.103,bob,certificate,web_portal,SUCCESS,Authentication successful
2026-09-19 09:38:15,10.0.48.144,maria,password,sshd,SUCCESS,Kerberos TGT validated
2026-09-19 09:38:37,10.0.17.207,henry,ssh_key,web_portal,FAILURE,Connection closed by authenticating user [preauth]
2026-09-19 09:39:38,172.16.1.245,charlie,ssh_key,api_server,SUCCESS,Authentication successful
2026-09-19 09:40:16,192.168.1.203,olivia,2fa,rdp,SUCCESS,Login accepted via PAM
2026-09-19 09:40:37,10.0.44.166,rachel,password,api_server,SUCCESS,Access granted — session initiated
2026-09-19 09:43:40,172.16.1.245,bhaskar,password,sshd,FAILURE,Authentication failure; logname= uid=0 euid=0
2026-09-19 09:44:15,10.0.18.254,peter,2fa,rdp,SUCCESS,Authentication successful
2026-09-19 09:45:53,10.0.35.68,chitra,ssh_key,rdp,SUCCESS,Access granted — session initiated
2026-09-19 09:48:19,172.16.5.216,dev,password,sshd,SUCCESS,Accepted publickey for user
2026-09-19 09:52:58,10.0.18.17,bhaskar,ssh_key,sshd,SUCCESS,Access granted — session initiated
2026-09-19 09:54:10,10.0.32.102,bob,ssh_key,vpn_gateway,SUCCESS,Login accepted via PAM
2026-09-19 10:00:49,10.0.48.144,victor,password,rdp,SUCCESS,User authenticated successfully
2026-09-19 10:03:15,10.0.43.59,nathan,2fa,web_portal,SUCCESS,Access granted — session initiated
2026-09-19 10:10:28,10.0.42.118,arun,2fa,vpn_gateway,FAILURE,Authentication failure; logname= uid=0 euid=0
2026-09-19 10:12:10,192.168.1.13,arun,password,vpn_gateway,SUCCESS,Session opened for user
2026-09-19 10:13:42,192.168.1.249,iris,kerberos,vpn_gateway,SUCCESS,Session opened for user
2026-09-19 10:16:21,10.0.5.12,iris,ssh_key,rdp,SUCCESS,User authenticated successfully
2026-09-19 10:23:39,10.0.13.181,bhaskar,ssh_key,rdp,SUCCESS,Access granted — session initiated
2026-09-19 10:28:39,10.0.15.222,bob,password,sshd,SUCCESS,Kerberos TGT validated
2026-09-19 10:30:03,10.0.18.17,quinn,ssh_key,sshd,SUCCESS,Login accepted via PAM
2026-09-19 10:35:13,10.0.15.36,diana,2fa,vpn_gateway,SUCCESS,Session opened for user
2026-09-19 10:37:14,192.168.1.221,chitra,ssh_key,sshd,SUCCESS,Authentication successful
2026-09-19 10:43:41,10.0.15.222,chitra,password,vpn_gateway,SUCCESS,Authentication successful
2026-09-19 10:45:23,172.16.6.29,arun,password,api_server,SUCCESS,Kerberos TGT validated
2026-09-19 10:45:30,192.168.1.41,quinn,kerberos,api_server,SUCCESS,Authentication successful
2026-09-19 10:46:20,10.0.13.181,yuki,ssh_key,sshd,SUCCESS,Session opened for user
2026-09-19 10:48:24,10.0.50.199,frank,2fa,vpn_gateway,SUCCESS,User authenticated successfully
2026-09-19 10:50:37,10.0.2.190,bhaskar,password,api_server,SUCCESS,Accepted publickey for user
2026-09-19 10:52:02,10.0.41.177,jack,ssh_key,web_portal,SUCCESS,Session opened for user
2026-09-19 10:53:19,172.16.4.40,grace,password,sshd,SUCCESS,Kerberos TGT validated
2026-09-19 11:10:17,172.16.2.223,charlie,password,api_server,SUCCESS,Access granted — session initiated
2026-09-19 11:13:38,10.0.41.214,grace,password,vpn_gateway,SUCCESS,Access granted — session initiated
2026-09-19 11:30:13,10.0.32.102,bhaskar,kerberos,sshd,SUCCESS,Access granted — session initiated
2026-09-19 11:30:22,10.0.14.168,karen,2fa,web_portal,FAILURE,error: maximum authentication attempts exceeded
2026-09-19 11:35:27,10.0.39.7,maria,password,vpn_gateway,SUCCESS,Access granted — session initiated
2026-09-19 11:44:37,10.0.6.219,diana,kerberos,api_server,SUCCESS,Session opened for user
2026-09-19 11:48:57,10.0.38.103,uma,2fa,sshd,SUCCESS,Session opened for user
2026-09-19 11:49:02,10.0.6.219,tina,2fa,vpn_gateway,SUCCESS,Accepted publickey for user
2026-09-19 11:50:40,10.0.6.219,eve,password,web_portal,SUCCESS,Login accepted via PAM
2026-09-19 11:52:48,192.168.1.98,bhaskar,ssh_key,vpn_gateway,SUCCESS,User authenticated successfully
2026-09-19 11:53:15,10.0.14.168,peter,2fa,vpn_gateway,SUCCESS,Kerberos TGT validated
2026-09-19 11:56:53,10.0.8.250,nathan,password,web_portal,SUCCESS,Accepted publickey for user
2026-09-19 11:58:55,10.0.50.75,bob,password,sshd,SUCCESS,Login accepted via PAM
2026-09-19 12:00:19,10.0.36.51,wendy,password,sshd,SUCCESS,Authentication successful
2026-09-19 12:05:48,10.0.15.222,bob,password,vpn_gateway,SUCCESS,Access granted — session initiated
2026-09-19 12:09:41,192.168.1.29,henry,2fa,rdp,SUCCESS,Authentication successful
2026-09-19 12:17:28,10.0.28.88,henry,password,sshd,SUCCESS,User authenticated successfully
2026-09-19 12:18:49,192.168.1.193,bhaskar,password,sshd,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-19 12:22:13,192.168.1.120,chitra,password,api_server,SUCCESS,Session opened for user
2026-09-19 12:23:03,10.0.43.59,tina,2fa,vpn_gateway,SUCCESS,Access granted — session initiated
2026-09-19 12:29:08,172.16.3.117,wendy,kerberos,sshd,SUCCESS,Access granted — session initiated
2026-09-19 12:29:35,10.0.44.166,dev,password,sshd,SUCCESS,Login accepted via PAM
2026-09-19 12:32:29,10.0.5.12,peter,password,sshd,FAILURE,Invalid credentials — access denied
2026-09-19 12:34:21,192.168.1.185,rachel,2fa,rdp,SUCCESS,Kerberos TGT validated
2026-09-19 12:38:30,172.16.6.196,wendy,password,rdp,SUCCESS,Session opened for user
2026-09-19 12:48:56,10.0.46.81,uma,ssh_key,web_portal,SUCCESS,Login accepted via PAM
2026-09-19 12:50:12,172.16.5.216,wendy,password,web_portal,FAILURE,Failed password for invalid user
2026-09-19 12:50:20,10.0.48.27,chitra,ssh_key,web_portal,SUCCESS,User authenticated successfully
2026-09-19 12:50:51,192.168.1.249,diana,2fa,vpn_gateway,SUCCESS,Kerberos TGT validated
2026-09-19 12:58:52,192.168.1.30,leo,2fa,sshd,SUCCESS,Session opened for user
2026-09-19 12:59:21,192.168.1.242,chitra,password,sshd,SUCCESS,Session opened for user
2026-09-19 13:01:11,192.168.1.193,iris,password,web_portal,SUCCESS,Authentication successful
2026-09-19 13:08:19,10.0.21.103,xander,ssh_key,vpn_gateway,SUCCESS,Session opened for user
2026-09-19 13:09:02,10.0.36.51,eve,ssh_key,vpn_gateway,SUCCESS,Kerberos TGT validated
2026-09-19 13:09:10,192.168.1.17,karen,ssh_key,sshd,SUCCESS,User authenticated successfully
2026-09-19 13:11:42,10.0.38.109,victor,ssh_key,web_portal,FAILURE,Authentication failure; logname= uid=0 euid=0
2026-09-19 13:13:24,10.0.14.168,yuki,kerberos,sshd,FAILURE,Invalid credentials — access denied
2026-09-19 13:22:30,192.168.1.161,diana,2fa,web_portal,SUCCESS,Authentication successful
2026-09-19 13:23:49,10.0.35.187,peter,password,api_server,SUCCESS,Session opened for user
2026-09-19 13:28:44,10.0.18.180,peter,kerberos,sshd,SUCCESS,Session opened for user
2026-09-19 13:44:23,10.0.23.155,karen,ssh_key,vpn_gateway,FAILURE,error: maximum authentication attempts exceeded
2026-09-19 13:47:33,10.0.39.7,henry,password,vpn_gateway,SUCCESS,User authenticated successfully
2026-09-19 13:51:11,10.0.27.57,diana,kerberos,sshd,SUCCESS,Kerberos TGT validated
2026-09-19 13:52:09,10.0.17.207,arun,2fa,web_portal,SUCCESS,Accepted publickey for user
2026-09-19 13:55:24,10.0.16.42,victor,2fa,web_portal,SUCCESS,Kerberos TGT validated
2026-09-19 14:00:59,10.0.9.64,bob,password,sshd,SUCCESS,Access granted — session initiated
2026-09-19 14:01:05,10.0.24.148,eve,2fa,sshd,SUCCESS,Login accepted via PAM
2026-09-19 14:01:33,10.0.46.167,peter,password,vpn_gateway,SUCCESS,Login accepted via PAM
2026-09-19 14:06:09,10.0.29.151,rachel,ssh_key,vpn_gateway,SUCCESS,Access granted — session initiated
2026-09-19 14:10:21,10.0.44.84,leo,ssh_key,vpn_gateway,SUCCESS,Authentication successful
2026-09-19 14:13:22,10.0.36.51,grace,certificate,web_portal,SUCCESS,Kerberos TGT validated
2026-09-19 14:17:12,10.0.36.76,karen,password,web_portal,SUCCESS,Authentication successful
2026-09-19 14:17:34,10.0.10.68,arun,kerberos,sshd,FAILURE,error: maximum authentication attempts exceeded
2026-09-19 14:20:36,10.0.3.187,charlie,password,web_portal,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-19 14:22:49,10.0.14.246,rachel,kerberos,api_server,SUCCESS,Session opened for user
2026-09-19 14:23:09,10.0.3.207,yuki,password,sshd,SUCCESS,Login accepted via PAM
2026-09-19 14:26:01,192.168.1.40,henry,password,web_portal,SUCCESS,User authenticated successfully
2026-09-19 14:26:45,10.0.18.254,olivia,ssh_key,web_portal,SUCCESS,Login accepted via PAM
2026-09-19 14:27:25,10.0.6.219,alice,ssh_key,sshd,SUCCESS,Access granted — session initiated
2026-09-19 14:34:01,172.16.3.117,quinn,2fa,sshd,SUCCESS,Session opened for user
2026-09-19 14:35:01,192.168.1.242,xander,kerberos,sshd,SUCCESS,Kerberos TGT validated
2026-09-19 14:35:10,172.16.4.40,iris,kerberos,web_portal,SUCCESS,User authenticated successfully
2026-09-19 14:39:34,10.0.18.117,charlie,ssh_key,web_portal,SUCCESS,Session opened for user
2026-09-19 14:48:31,10.0.14.172,diana,password,sshd,SUCCESS,Login accepted via PAM
2026-09-19 14:53:53,172.16.6.29,alice,password,web_portal,SUCCESS,User authenticated successfully
2026-09-19 15:01:47,172.16.3.139,arun,password,rdp,SUCCESS,Session opened for user
2026-09-19 15:03:59,10.0.7.98,bhaskar,password,web_portal,SUCCESS,Kerberos TGT validated
2026-09-19 15:04:11,192.168.1.161,dev,kerberos,web_portal,SUCCESS,Access granted — session initiated
2026-09-19 15:06:21,10.0.44.84,nathan,2fa,sshd,SUCCESS,Session opened for user
2026-09-19 15:07:21,10.0.41.214,chitra,kerberos,web_portal,SUCCESS,Accepted publickey for user
2026-09-19 15:07:22,10.0.3.187,nathan,password,vpn_gateway,SUCCESS,Accepted publickey for user
2026-09-19 15:07:24,10.0.18.17,bob,password,sshd,SUCCESS,Kerberos TGT validated
2026-09-19 15:08:06,10.0.27.57,maria,ssh_key,rdp,SUCCESS,Access granted — session initiated
2026-09-19 15:28:51,192.168.1.109,tina,ssh_key,vpn_gateway,SUCCESS,Access granted — session initiated
2026-09-19 15:29:24,10.0.15.222,wendy,ssh_key,sshd,FAILURE,Failed password for invalid user
2026-09-19 15:30:15,172.16.5.197,bhaskar,password,vpn_gateway,SUCCESS,Authentication successful
2026-09-19 15:32:04,10.0.9.131,leo,ssh_key,rdp,SUCCESS,Access granted — session initiated
2026-09-19 15:36:39,192.168.1.65,victor,password,web_portal,SUCCESS,Access granted — session initiated
2026-09-19 15:37:32,172.16.3.139,frank,password,vpn_gateway,SUCCESS,Accepted publickey for user
2026-09-19 15:40:06,10.0.35.68,yuki,2fa,sshd,SUCCESS,User authenticated successfully
2026-09-19 15:42:01,10.0.35.68,maria,kerberos,web_portal,SUCCESS,Authentication successful
2026-09-19 15:42:16,192.168.1.249,xander,2fa,sshd,SUCCESS,Authentication successful
2026-09-19 15:53:26,10.0.24.91,charlie,password,rdp,SUCCESS,Access granted — session initiated
2026-09-19 15:55:28,10.0.3.207,steve,password,vpn_gateway,SUCCESS,Accepted publickey for user
2026-09-19 15:55:33,192.168.1.120,chitra,2fa,vpn_gateway,SUCCESS,Access granted — session initiated
2026-09-19 15:59:06,10.0.13.181,charlie,ssh_key,sshd,SUCCESS,Kerberos TGT validated
2026-09-19 16:03:26,172.16.6.29,jack,2fa,api_server,SUCCESS,Session opened for user
2026-09-19 16:12:04,10.0.18.17,iris,password,sshd,SUCCESS,Accepted publickey for user
2026-09-19 16:19:35,192.168.1.194,bhaskar,2fa,sshd,SUCCESS,Login accepted via PAM
2026-09-19 16:19:52,192.168.1.249,wendy,ssh_key,sshd,SUCCESS,Session opened for user
2026-09-19 16:40:24,10.0.32.102,nathan,certificate,sshd,SUCCESS,Login accepted via PAM
2026-09-19 17:05:05,10.0.45.140,xander,2fa,api_server,SUCCESS,Session opened for user
2026-09-19 17:05:57,10.0.18.17,chitra,password,vpn_gateway,SUCCESS,Login accepted via PAM
2026-09-19 17:24:27,172.16.3.117,grace,password,sshd,FAILURE,Failed password for invalid user
2026-09-19 17:33:40,10.0.18.180,alice,ssh_key,vpn_gateway,FAILURE,Invalid credentials — access denied
2026-09-19 17:35:28,10.0.15.130,peter,2fa,vpn_gateway,SUCCESS,Access granted — session initiated
2026-09-19 17:36:52,10.0.18.117,peter,password,vpn_gateway,SUCCESS,Session opened for user
2026-09-19 17:40:51,172.16.5.216,dev,ssh_key,vpn_gateway,SUCCESS,Authentication successful
2026-09-19 17:49:46,10.0.48.144,tina,ssh_key,sshd,SUCCESS,Kerberos TGT validated
2026-09-19 17:52:18,172.16.5.216,alice,2fa,sshd,SUCCESS,Authentication successful
2026-09-19 17:53:14,10.0.18.180,chitra,2fa,web_portal,SUCCESS,User authenticated successfully
2026-09-19 18:03:40,192.168.1.194,wendy,2fa,web_portal,SUCCESS,Access granted — session initiated
2026-09-19 18:03:58,10.0.18.208,leo,2fa,rdp,SUCCESS,Login accepted via PAM
2026-09-19 18:16:52,10.0.50.75,maria,password,api_server,SUCCESS,Access granted — session initiated
2026-09-19 18:17:51,10.0.25.25,victor,password,sshd,SUCCESS,Login accepted via PAM
2026-09-19 18:28:32,192.168.1.194,alice,ssh_key,web_portal,SUCCESS,Access granted — session initiated
2026-09-19 18:33:26,10.0.44.84,wendy,password,api_server,SUCCESS,Authentication successful
2026-09-19 18:37:37,192.168.1.175,leo,ssh_key,web_portal,SUCCESS,User authenticated successfully
2026-09-19 18:46:27,10.0.41.159,olivia,kerberos,sshd,SUCCESS,Access granted — session initiated
2026-09-19 18:54:45,10.0.18.208,peter,2fa,sshd,SUCCESS,Authentication successful
2026-09-19 19:07:00,172.16.4.40,wendy,ssh_key,api_server,SUCCESS,Accepted publickey for user
2026-09-19 19:10:04,192.168.1.120,iris,password,sshd,SUCCESS,Kerberos TGT validated
2026-09-19 19:21:49,10.0.36.51,peter,password,sshd,SUCCESS,Kerberos TGT validated
2026-09-19 19:49:59,10.0.5.156,tina,ssh_key,web_portal,SUCCESS,Accepted publickey for user
2026-09-19 20:16:55,10.0.3.187,peter,2fa,web_portal,SUCCESS,Accepted publickey for user
2026-09-19 20:28:06,172.16.5.249,zara,2fa,api_server,SUCCESS,Accepted publickey for user
2026-09-19 20:47:55,45.33.32.156,admin,password,web_portal,FAILURE,Invalid credentials — access denied
2026-09-19 20:48:25,45.33.32.156,test,password,web_portal,FAILURE,Failed password for invalid user
2026-09-19 20:48:42,45.33.32.156,test,ssh_key,sshd,FAILURE,error: maximum authentication attempts exceeded
2026-09-19 20:49:02,45.33.32.156,admin,password,sshd,FAILURE,Connection closed by authenticating user [preauth]
2026-09-19 20:49:20,45.33.32.156,admin,password,sshd,FAILURE,Failed keyboard-interactive/pam for user
2026-09-19 20:49:31,45.33.32.156,root,password,sshd,FAILURE,Invalid credentials — access denied
2026-09-19 20:49:46,45.33.32.156,oracle,password,web_portal,FAILURE,Authentication failure; logname= uid=0 euid=0
2026-09-19 20:50:07,45.33.32.156,oracle,password,rdp,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-19 20:50:18,45.33.32.156,root,password,sshd,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-19 20:50:41,45.33.32.156,oracle,password,sshd,FAILURE,error: maximum authentication attempts exceeded
2026-09-19 20:50:48,45.33.32.156,oracle,password,rdp,FAILURE,Failed password for invalid user
2026-09-19 20:50:50,45.33.32.156,test,password,sshd,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-19 20:51:12,45.33.32.156,root,password,web_portal,FAILURE,Authentication failure; logname= uid=0 euid=0
2026-09-19 20:51:30,45.33.32.156,oracle,password,web_portal,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-19 20:51:30,45.33.32.156,admin,password,sshd,FAILURE,Connection closed by authenticating user [preauth]
2026-09-19 20:51:43,45.33.32.156,test,ssh_key,rdp,FAILURE,Failed keyboard-interactive/pam for user
2026-09-19 21:16:44,10.0.4.59,olivia,password,web_portal,SUCCESS,Kerberos TGT validated
2026-09-19 21:32:45,172.16.5.249,diana,password,rdp,SUCCESS,Session opened for user
2026-09-19 21:40:25,10.0.14.172,diana,password,web_portal,SUCCESS,Session opened for user
2026-09-19 21:43:14,10.0.8.250,arun,2fa,rdp,SUCCESS,Kerberos TGT validated
2026-09-19 22:05:59,10.0.25.21,zara,password,sshd,SUCCESS,Login accepted via PAM
2026-09-19 22:58:07,172.16.3.139,olivia,ssh_key,sshd,FAILURE,Connection closed by authenticating user [preauth]
2026-09-19 23:27:40,10.0.45.140,arun,certificate,web_portal,SUCCESS,Login accepted via PAM
2026-09-19 23:32:33,192.168.1.138,xander,2fa,api_server,SUCCESS,Kerberos TGT validated
2026-09-19 23:40:09,10.0.23.155,arun,password,api_server,FAILURE,Failed password for invalid user
2026-09-20 00:29:45,172.16.1.245,dev,password,api_server,SUCCESS,Kerberos TGT validated
2026-09-20 00:30:03,192.0.2.100,root,password,sshd,FAILURE,Failed keyboard-interactive/pam for user
2026-09-20 00:30:35,192.0.2.100,admin,password,web_portal,FAILURE,"Permission denied (publickey,password)"
2026-09-20 00:30:36,192.0.2.100,guest,password,rdp,FAILURE,Connection closed by authenticating user [preauth]
2026-09-20 00:30:37,192.0.2.100,user1,password,vpn_gateway,FAILURE,error: maximum authentication attempts exceeded
2026-09-20 00:30:40,192.0.2.100,user1,password,sshd,FAILURE,Invalid credentials — access denied
2026-09-20 00:31:14,192.0.2.100,admin,password,web_portal,FAILURE,"Permission denied (publickey,password)"
2026-09-20 00:31:41,192.0.2.100,jane,password,rdp,FAILURE,Invalid credentials — access denied
2026-09-20 00:31:44,192.0.2.100,jane,password,vpn_gateway,FAILURE,Failed password for invalid user
2026-09-20 00:32:15,192.0.2.100,jane,password,sshd,FAILURE,Invalid credentials — access denied
2026-09-20 00:32:20,192.0.2.100,admin,password,web_portal,FAILURE,"Permission denied (publickey,password)"
2026-09-20 00:32:53,192.0.2.100,support,password,vpn_gateway,FAILURE,Failed keyboard-interactive/pam for user
2026-09-20 00:33:09,192.0.2.100,support,password,sshd,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-20 00:33:10,192.0.2.100,support,password,sshd,FAILURE,"Permission denied (publickey,password)"
2026-09-20 00:33:17,192.0.2.100,guest,password,sshd,FAILURE,Failed password for invalid user
2026-09-20 00:33:33,192.0.2.100,root,password,web_portal,FAILURE,Connection closed by authenticating user [preauth]
2026-09-20 00:33:40,192.0.2.100,jane,password,sshd,FAILURE,Failed keyboard-interactive/pam for user
2026-09-20 00:33:47,192.0.2.100,jane,password,sshd,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-20 00:33:48,192.0.2.100,guest,password,sshd,FAILURE,Authentication failure; logname= uid=0 euid=0
2026-09-20 00:33:48,192.0.2.100,admin,password,sshd,FAILURE,Authentication failure; logname= uid=0 euid=0
2026-09-20 00:33:51,192.0.2.100,root,password,web_portal,FAILURE,"Permission denied (publickey,password)"
2026-09-20 00:34:47,192.0.2.100,guest,password,web_portal,FAILURE,error: maximum authentication attempts exceeded
2026-09-20 00:34:49,192.0.2.100,jane,password,vpn_gateway,FAILURE,Failed password for invalid user
2026-09-20 00:34:50,192.0.2.100,root,ssh_key,rdp,FAILURE,Invalid credentials — access denied
2026-09-20 01:22:48,10.0.28.230,jack,ssh_key,sshd,SUCCESS,Login accepted via PAM
2026-09-20 01:40:54,192.168.1.29,wendy,certificate,rdp,SUCCESS,User authenticated successfully
2026-09-20 02:07:38,10.0.24.42,frank,ssh_key,sshd,SUCCESS,Kerberos TGT validated
2026-09-20 02:52:50,172.16.6.29,jack,password,web_portal,SUCCESS,Authentication successful
2026-09-20 02:57:19,10.0.30.98,quinn,kerberos,vpn_gateway,SUCCESS,Access granted — session initiated
2026-09-20 03:53:42,10.0.25.25,maria,password,rdp,SUCCESS,Authentication successful
2026-09-20 04:17:50,10.0.45.140,olivia,password,web_portal,SUCCESS,Session opened for user
2026-09-20 04:18:45,192.168.1.249,jack,kerberos,sshd,SUCCESS,Login accepted via PAM
2026-09-20 05:09:07,172.16.6.29,leo,certificate,sshd,SUCCESS,Kerberos TGT validated
2026-09-20 05:25:38,10.0.46.167,bob,password,api_server,SUCCESS,Kerberos TGT validated
2026-09-20 05:38:27,10.0.32.24,leo,2fa,web_portal,FAILURE,Failed password for invalid user
2026-09-20 05:45:05,192.168.1.221,leo,ssh_key,sshd,SUCCESS,Session opened for user
2026-09-20 05:48:31,10.0.5.156,henry,password,sshd,SUCCESS,User authenticated successfully
2026-09-20 07:02:08,10.0.14.172,peter,certificate,sshd,SUCCESS,Access granted — session initiated
2026-09-20 07:08:05,10.0.15.130,nathan,2fa,sshd,SUCCESS,Access granted — session initiated
2026-09-20 07:10:17,172.16.5.249,olivia,ssh_key,rdp,SUCCESS,Session opened for user
2026-09-20 07:24:32,172.16.6.29,steve,password,rdp,SUCCESS,Login accepted via PAM
2026-09-20 07:25:00,192.168.1.13,iris,password,web_portal,SUCCESS,Login accepted via PAM
2026-09-20 07:25:30,172.16.3.139,victor,2fa,sshd,FAILURE,error: maximum authentication attempts exceeded
2026-09-20 07:25:36,10.0.44.190,dev,2fa,vpn_gateway,SUCCESS,Session opened for user
2026-09-20 07:28:24,10.0.43.59,eve,ssh_key,sshd,SUCCESS,Access granted — session initiated
2026-09-20 07:32:28,172.16.3.117,diana,password,sshd,SUCCESS,Kerberos TGT validated
2026-09-20 07:34:24,10.0.15.36,frank,kerberos,web_portal,SUCCESS,Login accepted via PAM
2026-09-20 07:35:12,172.16.6.29,jack,password,web_portal,SUCCESS,User authenticated successfully
2026-09-20 07:42:00,10.0.14.168,victor,2fa,sshd,SUCCESS,Kerberos TGT validated
2026-09-20 07:43:34,10.0.44.84,maria,certificate,rdp,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-20 07:44:07,192.168.1.98,arun,2fa,api_server,SUCCESS,Session opened for user
2026-09-20 07:45:24,10.0.10.68,xander,certificate,vpn_gateway,SUCCESS,User authenticated successfully
2026-09-20 07:46:37,10.0.36.57,peter,password,vpn_gateway,SUCCESS,Login accepted via PAM
2026-09-20 07:54:47,192.168.1.161,charlie,2fa,vpn_gateway,SUCCESS,Session opened for user
2026-09-20 07:55:18,10.0.50.75,frank,password,web_portal,SUCCESS,Accepted publickey for user
2026-09-20 07:56:18,192.168.1.17,zara,ssh_key,api_server,SUCCESS,Authentication successful
2026-09-20 08:00:45,10.0.36.76,rachel,password,api_server,SUCCESS,Accepted publickey for user
2026-09-20 08:17:07,172.16.9.196,alice,ssh_key,sshd,SUCCESS,User authenticated successfully
2026-09-20 08:22:39,192.168.1.194,arun,ssh_key,sshd,SUCCESS,Kerberos TGT validated
2026-09-20 08:27:58,10.0.48.144,bob,password,web_portal,SUCCESS,Accepted publickey for user
2026-09-20 08:30:44,192.168.1.242,wendy,ssh_key,sshd,SUCCESS,Login accepted via PAM
2026-09-20 08:39:29,10.0.15.130,arun,kerberos,sshd,SUCCESS,Session opened for user
2026-09-20 08:39:47,10.0.3.8,arun,ssh_key,web_portal,SUCCESS,Access granted — session initiated
2026-09-20 08:40:05,192.168.1.41,diana,password,rdp,SUCCESS,Session opened for user
2026-09-20 08:43:31,10.0.41.29,victor,password,web_portal,SUCCESS,Authentication successful
2026-09-20 08:43:54,10.0.44.166,chitra,password,web_portal,SUCCESS,Kerberos TGT validated
2026-09-20 08:44:39,192.168.1.193,iris,ssh_key,api_server,SUCCESS,Accepted publickey for user
2026-09-20 08:46:57,10.0.32.24,nathan,kerberos,sshd,SUCCESS,Authentication successful
2026-09-20 08:54:25,10.0.48.27,diana,2fa,vpn_gateway,SUCCESS,Accepted publickey for user
2026-09-20 09:00:47,10.0.38.103,uma,password,api_server,FAILURE,Authentication failure; logname= uid=0 euid=0
2026-09-20 09:02:44,10.0.23.155,dev,2fa,vpn_gateway,SUCCESS,Authentication successful
2026-09-20 09:07:00,10.0.7.24,peter,ssh_key,sshd,SUCCESS,Session opened for user
2026-09-20 09:07:18,10.0.45.140,iris,ssh_key,rdp,SUCCESS,Login accepted via PAM
2026-09-20 09:13:42,10.0.36.57,karen,password,sshd,SUCCESS,User authenticated successfully
2026-09-20 09:20:21,192.168.1.109,grace,certificate,sshd,FAILURE,pam_unix(sshd:auth): authentication failure
2026-09-20 09:20:59,10.0.18.40,diana,2fa,sshd,SUCCESS,Authentication successful
2026-09-20 09:20:59,10.0.28.230,zara,2fa,vpn_gateway,SUCCESS,Login accepted via PAM
2026-09-20 09:21:57,10.0.27.57,maria,password,vpn_gateway,SUCCESS,Accepted publickey for user
2026-09-20 09:25:08,192.168.1.153,victor,password,sshd,SUCCESS,Authentication successful
2026-09-20 09:26:25,10.0.6.219,maria,password,vpn_gateway,SUCCESS,Session opened for user
2026-09-20 09:27:16,10.0.25.21,karen,2fa,vpn_gateway,SUCCESS,Accepted publickey for user
2026-09-20 09:34:13,10.0.42.118,grace,ssh_key,sshd,SUCCESS,Accepted publickey for user
2026-09-20 09:40:47,192.168.1.175,quinn,2fa,vpn_gateway,SUCCESS,Authentication successful
2026-09-20 09:45:51,192.168.1.120,jack,password,sshd,SUCCESS,Login accepted via PAM
2026-09-20 09:47:34,172.16.9.236,zara,ssh_key,rdp,SUCCESS,Login accepted via PAM
